series_id,name,english_name,image_link,creator,genres,synopsis,favorites,members,score,media_type
63,Kimi no Suizou wo Tabetai,I Want To Eat Your Pancreas,https://cdn.myanimelist.net/images/anime/1768/93291l.jpg,"{""studio"": ""Studio VOLN""}",Drama|Romance|School,"The aloof protagonist: a bookworm who is deeply detached from the world he resides in. He has no interest in others and is firmly convinced that nobody has any interest in him either. His story begins when he stumbles across a handwritten book, titled Living with Dying. He soon identifies it as a secret diary belonging to his popular, bubbly classmate Sakura Yamauchi. She then confides in him about the pancreatic disease she is suffering from and that her time left is finite. Only her family knows about her terminal illness; not even her best friends are aware. Despite this revelation, he shows zero sympathy for her plight, but caught in the waves of Sakura's persistent buoyancy, he eventually concedes to accompanying her for her remaining days._x000D_
_x000D_
As the pair of polar opposites interact, their connection strengthens, interweaving through their choices made with each passing day. Her apparent nonchalance and unpredictability disrupts the protagonist's impassive flow of life, gradually opening his heart as he discovers and embraces the true meaning of living._x000D_
_x000D_
[Written by MAL Rewrite]",22558,1065854,8.55,anime
64,Kiniro Mosaic,KINMOZA!,https://cdn.myanimelist.net/images/anime/1793/117610l.jpg,"{""studio"": ""Studio Gokumi""}",CGDCT|School|Slice of Life,"Shinobu Oomiya once left Japan to participate in a homestay in England. During her time there, she became close friends with Alice Cartelet, the daughter of the family she was living with. However, when it was time for Shinobu to return to Japan, the two were able to express their sorrow despite the language barrier between them._x000D_
_x000D_
Five years later, now a first year student in high school, Shinobu receives a letter by air mail in a language she does not understand. This letter is penned by none other than Alice, detailing her own homestay in Japan. In fact, Alice will be attending Shinobu's high school and living with her! Alongside their friends Youko Inokuma, Aya Komichi, and Karen Kujou, the five girls attend school together and learn about what their different cultures have to offer, day after day._x000D_
_x000D_
[Written by MAL Rewrite]",898,188799,7.23,anime
65,Kobayashi-san Chi no Maid Dragon,Miss Kobayashi's Dragon Maid,https://cdn.myanimelist.net/images/anime/5/85434l.jpg,"{""studio"": ""Kyoto Animation""}",Slice of Life|Supernatural,"As Kobayashi sets off for another day at work, she opens her apartment door only to be met by an unusually frightening sight���the head of a dragon, staring at her from across the balcony. The dragon immediately transforms into a cute, busty, and energetic young girl dressed in a maid outfit, introducing herself as Tooru._x000D_
_x000D_
It turns out that the stoic programmer had come across the dragon the previous night on a drunken excursion to the mountains, and since the mythical beast had nowhere else to go, she had offered the creature a place to stay in her home. Thus, Tooru had arrived to cash in on the offer, ready to repay her savior's kindness by working as her personal maidservant. Though deeply regretful of her words and hesitant to follow through on her promise, a mix of guilt and Tooru's incredible dragon abilities convinces Kobayashi to take the girl in._x000D_
_x000D_
Despite being extremely efficient at her job, the maid's unorthodox methods of housekeeping often end up horrifying Kobayashi and at times bring more trouble than help. Furthermore, the circumstances behind the dragon's arrival on Earth seem to be much more complicated than at first glance, as Tooru bears some heavy emotions and painful memories. To top it all off, Tooru's presence ends up attracting several other mythical beings to her new home, bringing in a host of eccentric personalities. Although Kobayashi makes her best effort to handle the crazy situation that she has found herself in, nothing has prepared her for this new life with a dragon maid._x000D_
_x000D_
[Written by MAL Rewrite]",17034,1298750,7.91,anime
66,Koe no Katachi,A Silent Voice,https://cdn.myanimelist.net/images/anime/1122/96435l.jpg,"{""studio"": ""Kyoto Animation""}",Award Winning|Drama,"As a wild youth, elementary school student Shouya Ishida sought to beat boredom in the cruelest ways. When the deaf Shouko Nishimiya transfers into his class, Shouya and the rest of his class thoughtlessly bully her for fun. However, when her mother notifies the school, he is singled out and blamed for everything done to her. With Shouko transferring out of the school, Shouya is left at the mercy of his classmates. He is heartlessly ostracized all throughout elementary and middle school, while teachers turn a blind eye._x000D_
_x000D_
Now in his third year of high school, Shouya is still plagued by his wrongdoings as a young boy. Sincerely regretting his past actions, he sets out on a journey of redemption: to meet Shouko once more and make amends._x000D_
_x000D_
Koe no Katachi tells the heartwarming tale of Shouya's reunion with Shouko and his honest attempts to redeem himself, all while being continually haunted by the shadows of his past._x000D_
 _x000D_
[Written by MAL Rewrite]",93349,2514634,8.93,anime
67,Koisuru Asteroid,Asteroid in Love,https://cdn.myanimelist.net/images/anime/1142/111693l.jpg,"{""studio"": ""Doga Kobo""}",CGDCT|School|Slice of Life,"In a fateful childhood encounter, Mira Kinohata met a stargazing dreamer named Ao Manaka. Though their time together was short, Ao showed Mira the wonders of astronomy, from orbiting planets to distant stars. Before they parted, Mira learned that a star with her name exists, but there are none with Ao's. And so, she forged a promise: one day, she would discover a new asteroid and name it after Ao._x000D_
_x000D_
Years later, Mira is still fascinated with astronomy. Now in high school at Hoshizaki Academy, she tries to join the Astronomy Club. Unfortunately, she finds out that the club has been merged with the Geology Club to form a single Earth Sciences Club. She joins this new club and finds a pleasant surprise���she reunites with Ao after years of separation._x000D_
_x000D_
Alongside their new clubmates, Mira and Ao begin their journey together to fulfill their promise. How hard could it possibly be to find an asteroid?_x000D_
_x000D_
[Written by MAL Rewrite]",329,94830,6.88,anime
68,Kono Subarashii Sekai ni Shukufuku wo!,KonoSuba: God's Blessing on This Wonderful World!,https://cdn.myanimelist.net/images/anime/1895/142748l.jpg,"{""studio"": ""Studio Deen""}",Adventure|Comedy|Fantasy|Isekai|Parody,"After dying a laughable and pathetic death on his way back from buying a game, high school student and recluse Kazuma Satou finds himself sitting before a beautiful but obnoxious goddess named Aqua. She provides the NEET with two options: continue on to heaven or reincarnate in every gamer's dream���a real fantasy world! Choosing to start a new life, Kazuma is quickly tasked with defeating a Demon King who is terrorizing villages. But before he goes, he can choose one item of any kind to aid him in his quest, and the future hero selects Aqua. But Kazuma has made a grave mistake���Aqua is completely useless!_x000D_
_x000D_
Unfortunately, their troubles don't end here; it turns out that living in such a world is far different from how it plays out in a game. Instead of going on a thrilling adventure, the duo must first work to pay for their living expenses. Indeed, their misfortunes have only just begun!_x000D_
_x000D_
[Written by MAL Rewrite]",46924,2089996,8.09,anime
69,"Komi-san wa, Comyushou desu.",Komi Can't Communicate,https://cdn.myanimelist.net/images/anime/1899/117237l.jpg,"{""studio"": ""OLM""}",Comedy|School,"Hitohito Tadano is an ordinary boy who heads into his first day of high school with a clear plan: to avoid trouble and do his best to blend in with others. Unfortunately, he fails right away when he takes the seat beside the school's  madonna���Shouko Komi. His peers now recognize him as someone to eliminate for a chance to sit next to the most beautiful girl in class._x000D_
_x000D_
Gorgeous and graceful with long, dark hair, Komi is universally adored and immensely popular despite her mysterious persona. However, unbeknownst to everyone, she has crippling anxiety and a communication disorder which prevents her from wholeheartedly socializing with her classmates._x000D_
_x000D_
When left alone in the classroom, a chain of events forces Komi to interact with Tadano through writing on the blackboard, as if in a one-way conversation. Being the first person to realize she cannot communicate properly, Tadano picks up the chalk and begins to write as well. He eventually discovers that Komi's goal is to make one hundred friends during her time in high school. To this end, he decides to lend her a helping hand, thus also becoming her first-ever friend._x000D_
_x000D_
[Written by MAL Rewrite]",12241,972952,7.81,anime
70,Kubo-san wa Mob wo Yurusanai,Kubo Won't Let Me Be Invisible,https://cdn.myanimelist.net/images/anime/1818/132330l.jpg,"{""studio"": ""PINE JAM""}",Comedy|Love Status Quo|Romance|School,"Junta Shiraishi is a high school student with one simple goal���to enjoy his youth. However, achieving this goal is not so straightforward since Shiraishi is effectively invisible to his peers; even his teachers routinely fail to notice his presence. In fact, there is a rumor circulating that whoever manages to spot him will receive good luck. _x000D_
_x000D_
But there is one person who notices Shiraishi's presence without fail. Seated right next to him, Nagisa Kubo is determined not to let him quietly fade into the background. Unfortunately for him, this means that Shiraishi finds himself in some peculiar situations, all orchestrated by Kubo. Despite this, Kubo's playful antics might just be the catalyst needed to spark the thrilling youth that Shiraishi longs for._x000D_
_x000D_
[Written by MAL Rewrite]",1680,239315,7.55,anime
71,Kumichou Musume to Sewagakari,The Yakuza's Guide to Babysitting,https://cdn.myanimelist.net/images/anime/1454/122063l.jpg,"{""studio"": ""feel.|Gaina""}",Childcare|Organized Crime|Slice of Life,"Tooru Kirishima's notoriety is spread far and wide in the underworld. He is most commonly known as ""The Demon of Sakuragi""���a man who is not afraid to resort to violence if deemed necessary. After almost jeopardizing a peace treaty, his boss tasks him with the most difficult job he has ever had: taking care of seven-year-old Yaeka Sakuragi���the boss' precious daughter���so that Tooru understands what it means to be responsible for another life._x000D_
_x000D_
At first, the two do not seem to meet eye to eye, as Tooru has no clue on how to communicate with Yaeka, and the young girl is not used to expressing her emotions. However, as time goes on, they come to understand each other despite their differences. The fearsome right-hand man of a yakuza boss and the child he must protect are about to learn that family is not always bound by blood._x000D_
_x000D_
[Written by MAL Rewrite]",1179,250795,7.74,anime
72,Kusuriya no Hitorigoto,The Apothecary Diaries,https://cdn.myanimelist.net/images/anime/1025/147458l.jpg,"{""studio"": ""OLM|TOHO animation STUDIO""}",Drama|Historical|Medical|Mystery,"Using her wit and vast knowledge of medicines and poisons alike, Maomao played a pivotal role in solving a series of mysteries and conspiracies that plagued the imperial court. Having recently come to terms with the secrets of her parents, she returns to fulfill her normal duties on behalf of the emperor's highest-ranking consorts. Maomao also works alongside the eunuch Jinshi to better the consorts' many ladies-in-waiting, including helping them learn to read._x000D_
_x000D_
However, with the arrival of a merchant caravan comes a new wave of intrigue. A pattern of strange coincidences involving the visitors and their wares unsettles Maomao, driving her to investigate the puzzling circumstances behind the convoy. As dangers from both outside and within threaten the balance between the imperial concubines, Maomao continues to utilize her cunning and medical expertise to keep the women safe from harm._x000D_
_x000D_
[Written by MAL Rewrite]",5432,380977,8.92,anime
73,Love Live! Nijigasaki Gakuen School Idol Doukoukai,Love Live! Nijigasaki High School Idol Club,https://cdn.myanimelist.net/images/anime/1393/109203l.jpg,"{""studio"": ""Sunrise""}",Idols (Female)|Music|School|Slice of Life,"Buried within the numerous clubs at Nijigasaki High School lies the school idol club. The club, while lacking popularity, definitely does not lack potential. During their debut performance, they were able to seize a sizable audience, along with the attention of their schoolmates Ayumu Uehara and Yuu Takasaki._x000D_
_x000D_
Enamored, the duo makes their way to join the club; however, they are disappointed to find out that the club had just been disbanded. Nevertheless, Ayumu does not believe that it should have ended there. Together with Yuu, they begin restoring the school idol club, hoping to recreate the idol performances that dazzled them before._x000D_
_x000D_
Love Live! Nijigasaki Gakuen School Idol Doukoukai shines its spotlight over the reformed school idol club as they recruit both former members of the club alongside newcomers. Taking the first step towards their dreams, how will these girls achieve idol stardom?_x000D_
_x000D_
[Written by MAL Rewrite]",1111,83792,7.48,anime
74,Love Live! School Idol Project,Love Live! School Idol Project,https://cdn.myanimelist.net/images/anime/11/56849l.jpg,"{""studio"": ""Sunrise""}",Award Winning|Idols (Female)|Music|School|Slice of Life,"Otonokizaka High School is in a crisis! With the number of enrolling students dropping lower and lower every year, the school is set to shut down after its current first years graduate. However, second year Honoka Kousaka refuses to let it go without a fight. Searching for a solution, she comes across popular school idol group A-RISE and sets out to create a school idol group of her own. With the help of her childhood friends Umi Sonoda and Kotori Minami, Honoka forms ��'s (pronounced ""muse"") to boost awareness and popularity of her school._x000D_
_x000D_
Unfortunately, it's all easier said than done. Student council president Eri Ayase vehemently opposes the establishment of a school idol group and will do anything in her power to prevent its creation. Moreover, Honoka and her friends have trouble attracting any additional members. But the Love Live, a competition to determine the best and most beloved school idol groups in Japan, can help them gain the attention they desperately need. With the contest fast approaching, Honoka must act quickly and diligently to try and bring together a school idol group and win the Love Live in order to save Otonokizaka High School._x000D_
_x000D_
[Written by MAL Rewrite]",8184,463748,7.4,anime
75,Love Live! Sunshine!!,Love Live! Sunshine!!,https://cdn.myanimelist.net/images/anime/8/80791l.jpg,"{""studio"": ""Sunrise""}",Idols (Female)|Music|School|Slice of Life,"Chika Takami, a self-proclaimed normal girl, has never been involved in any clubs and lacked any notable talents. However, after a visit to Tokyo, she discovers a stage where even an ordinary girl like her could shine���the world of school idols. Inspired by the former superstar school idol group ��'s, Chika is determined to start her own school idol club in her seaside hometown at Uranohoshi Girl's High School. But even before gathering any students to join the group, the aspiring school idol finds her greatest obstacle to be student council president Dia Kurosawa who stands firmly against the creation of the club._x000D_
_x000D_
Just when it seems there is no hope, Chika meets Riko Sakurauchi, a transfer student from Otonokizaka High School, home of ��'s. Somewhat shy but a talented piano player, Chika believes her to be a promising recruit, though convincing her to join is easier said than done. In spite of that, Chika chooses to charge forward and overcome the obstacles keeping her from forming a school idol group that shines as bright as the nine that came before her._x000D_
_x000D_
[Written by MAL Rewrite]",3061,191332,7.39,anime
76,Love Live! Superstar!!,Love Live! SuperStar!!,https://cdn.myanimelist.net/images/anime/1758/115692l.jpg,"{""studio"": ""Sunrise""}",Idols (Female)|Music|School|Slice of Life,"Everyone has a dream they strive to achieve, and so does the musically talented Kanon Shibuya. However, due to her stage fright, Kanon fails to make it into Yuigaoka Girls' High School's music program and instead ends up in the general curriculum. Even though Kanon makes the conscious decision to quit music altogether, her classmate Tang Keke rekindles Kanon's passion for music with her own: a passion for school idols._x000D_
_x000D_
Although Keke and Kanon try to form a school idol group, their effort meets strong objections from Ren Hazuki, the daughter of the school's director. Even so, the girls soon visit the director, who allows them to set up their school idol club under one condition���they must win first place at the Yoyogi School Idol Festival._x000D_
_x000D_
The resilience of these aspiring idols is put to the test as they face the challenges that come their way. Throughout their journey, the girls make new friends and meet new members that join them to become the dazzling idols others can only imagine._x000D_
_x000D_
[Written by MAL Rewrite]",1145,76710,7.92,anime
77,Lucky☆Star,Lucky☆Star,https://cdn.myanimelist.net/images/anime/1561/115660l.jpg,"{""studio"": ""Kyoto Animation""}",CGDCT|Comedy|Gag Humor|Otaku Culture|School,"Lucky���Star follows the daily lives of four cute high school girls���Konata Izumi, the lazy otaku; the Hiiragi twins, Tsukasa and Kagami (sugar and spice, respectively); and the smart and well-mannered Miyuki Takara._x000D_
_x000D_
As they go about their lives at school and beyond, they develop their eccentric and lively friendship and making humorous observations about the world around them. Be it Japanese tradition, the intricacies of otaku culture, academics, or the correct way of preparing and eating various foods���no subject is safe from their musings._x000D_
_x000D_
[Written by MAL Rewrite]",12974,681331,7.75,anime
78,Machikado Mazoku,The Demon Girl Next Door,https://cdn.myanimelist.net/images/anime/1633/111518l.jpg,"{""studio"": ""J.C.Staff""}",CGDCT|Comedy|Mahou Shoujo|School,"After a strange dream of a mysterious ancestor, high school student Yuuko Yoshida wakes to see that she has grown demonic horns and a tail. Dazed and confused, her mother reveals to her a dark family secret: her family is descended from a Dark Clan that was banished to live powerless and destitute by their mortal enemies, the magical girls of the Light Clan. The only way to lift their ancestry's curse is for Yuuko to find a magical girl, murder her, and splatter her blood all over her ancestor's Demon God statue._x000D_
_x000D_
Fortunately for ""Shadow Mistress Yuuko,"" a magical girl saves her from being run over by an oncoming truck. Unfortunately, Momo Chiyoda happens to be Yuuko's classmate at Sakuragaoka High and is much stronger than her in both strength and endurance. Taking pity on her wimpy assailant, the magical girl agrees to train Yuuko and help her unlock her dormant powers. Now, Yuuko must rise up and defeat her generous frenemy to save her family from the terrible grip of poverty._x000D_
_x000D_
[Written by MAL Rewrite]",1250,176902,7.63,anime
79,Magia Record,Magia Record: Puella Magi Madoka Magica Side Story,https://cdn.myanimelist.net/images/anime/1786/104783l.jpg,"{""studio"": ""Shaft""}",Drama|Mahou Shoujo|Psychological|Suspense,"Rumor has it that if a young girl strikes a bargain with a white fairy, it will grant any wish her heart desires. However, in exchange, she will become a magical girl and must put her life on the line to slay fearsome and ferocious witches._x000D_
_x000D_
Iroha Tamaki, a kind-hearted middle schooler from Takarazaki City, is living proof that these rumors are true. Armed with a magical crossbow and the ability to heal injuries, Iroha seeks out the labyrinths where witches hide and defeats them before they can prey on humans. Yet Iroha has no memory of her wish, and even Kyuubey, the white fairy himself, seems to have no idea what Iroha requested of him._x000D_
_x000D_
One day, Iroha hears rumors of a city where ""magical girls can be saved,"" and finds herself on a sunset train to Kamihama City. Unfortunately, she discovers that the witches in Kamihama are far more powerful than usual. After veteran magical girl Yachiyo Nanami is forced to save her, Iroha vows to never return. But when a chance encounter with a tiny Kyuubey seems to trigger distant memories, Iroha is compelled to investigate the mysterious city despite the danger._x000D_
_x000D_
[Written by MAL Rewrite]",931,172902,6.83,anime
80,Mahou Shoujo Ikusei Keikaku,Magical Girl Raising Project,https://cdn.myanimelist.net/images/anime/2/81087l.jpg,"{""studio"": ""Lerche""}",Action|Gore|High Stakes Game|Mahou Shoujo|Survival|Suspense,"For many girls in N-City, playing the popular social role-playing game Magical Girl Raising Project is as close as they could come to being a real magical girl. However, for some rare players, that dream can become a reality. One such girl is Koyuki Himekawa, who receives a notification one night that she has been selected to become a magical girl, her in-game avatar Snow White._x000D_
_x000D_
As Koyuki and other chosen players in the city begin helping those in need, they all receive yet another notification: the admins have decided that they want to reduce the number of magical girls. Whoever collects the least amount of Magical Candies���which are awarded for their magical girl activities���in their competition each week will lose their powers. But when a real-world tragedy happens to the first player that drops out, they are shown the repercussions of losing their abilities. As more participants inevitably lose the competition and more twisted rules are added, the girls soon realize that their ""contest"" is actually a desperate fight for survival._x000D_
_x000D_
[Written by MAL Rewrite]",771,170631,6.94,anime
81,Mahou Shoujo Madoka★Magica,Puella Magi Madoka Magica,https://cdn.myanimelist.net/images/anime/11/55225l.jpg,"{""studio"": ""Shaft""}",Award Winning|Drama|Mahou Shoujo|Psychological|Suspense,"Madoka Kaname and Sayaka Miki are regular middle school girls with regular lives, but all that changes when they encounter Kyuubey, a cat-like magical familiar, and Homura Akemi, the new transfer student._x000D_
_x000D_
Kyuubey offers them a proposition: he will grant any one of their wishes and in exchange, they will each become a magical girl, gaining enough power to fulfill their dreams. However, Homura Akemi, a magical girl herself, urges them not to accept the offer, stating that everything is not what it seems._x000D_
_x000D_
A story of hope, despair, and friendship, Mahou Shoujo Madoka���Magica deals with the difficulties of being a magical girl and the price one has to pay to make a dream come true._x000D_
_x000D_
[Written by MAL Rewrite]",58561,1367819,8.38,anime
82,Majo no Tabitabi,Wandering Witch: The Journey of Elaina,https://cdn.myanimelist.net/images/anime/1802/108501l.jpg,"{""studio"": ""C2C""}",Adventure|Fantasy,"Since childhood, Elaina has always been fascinated by the stories written within her favorite book, especially those about Nike, a renowned witch who had numerous great travels across the world. Wanting to experience the awe of adventure herself, Elaina strives to become a witch, and despite the numerous trials that come her way, she eventually succeeds._x000D_
_x000D_
Now a full-fledged witch, Elaina finally embarks on her long-awaited journey, in which she meets many people along the way, learning their various stories. Through all of this, she explores the world at its fullest���experiencing both its bright and dark sides���starting her legendary tale._x000D_
_x000D_
[Written by MAL Rewrite]",4241,440550,7.56,anime
83,Meitantei Conan,Detective Conan,https://cdn.myanimelist.net/images/anime/1138/133101l.jpg,"{""studio"": ""TMS Entertainment""}",Action|Detective|Mystery,"This time's location is set in the sea near the Hachijo-jima island, Tokyo. Engineers from around the world have gathered for the full-scale operation of ""Pacific Buoy,"" an offshore facility to connect security cameras owned by the worldwide police forces. A test of a certain ""new technology"" based on a face recognition system is underway there._x000D_
_x000D_
Meanwhile, Conan and the Detective Boys visit Hachijo-jima at Sonoko's invitation and receive a phone call from Subaru Okiya informing them that a Europol employee was murdered in Germany by the Black Organization's Jin._x000D_
_x000D_
Conan, who is disquieted, sneaks into the facility and finds that a female engineer has been kidnapped by the Black Organization...! Furthermore, a USB drive containing certain information in her possession ends up in the hands of the organization... A black shadow also creeps up on Ai Haibara ..._x000D_
_x000D_
(Source: Crunchyroll, edited)",116,17198,8.35,anime
84,"Mikadono Sanshimai wa Angai, Choroi.",Dealing with Mikadono Sisters Is a Breeze,https://cdn.myanimelist.net/images/anime/1949/150965l.jpg,"{""studio"": ""P.A. Works""}",Comedy|Harem|Romance|School,"As the son of the late legendary actress Subaru Ayase, Yuu has had many expectations placed upon him after he transferred to Saika Academy, a highly prestigious school where students can hone their personal talents. However, in contrast to his mother, Yuu is completely talentless. Being seen as completely mediocre, he would have no chance of standing side by side with the three emperors of Saika Academy: the Mikadono sisters, Miwa, Nico, and Kazuki, who are each prodigies in shogi, martial arts, and performing arts, respectively._x000D_
_x000D_
With Subaru's friend agreeing to take her son in, Yuu aims to fulfill his mother's last wish to him, which is to build a happy family, after never being able to form a proper mother-son relationship due to their difference in talent. As it turns out, his mother's friend is actually the father of the Mikadono sisters! Keeping his mother's wish in mind, Yuu aims to build familial bonds with the siblings. However, due to their extreme focus on their respective specializations, they show little interest in opening themselves up not only to him, but to each other as well. Nonetheless, Yuu strives to continuously support the three prodigies, as his kindness and care restores the bond between the sisters._x000D_
_x000D_
[Written by MAL Rewrite]",190,53205,7.64,anime
85,Mushoku Tensei: Isekai Ittara Honki Dasu,Mushoku Tensei: Jobless Reincarnation,https://cdn.myanimelist.net/images/anime/1530/117776l.jpg,"{""studio"": ""Studio Bind""}",Adventure|Drama|Ecchi|Fantasy|Isekai|Reincarnation,"Despite being bullied, scorned, and oppressed all of his life, a 34-year-old shut-in still found the resolve to attempt something heroic���only for it to end in a tragic accident. But in a twist of fate, he awakens in another world as Rudeus Greyrat, starting life again as a baby born to two loving parents._x000D_
_x000D_
Preserving his memories and knowledge from his previous life, Rudeus quickly adapts to his new environment. With the mind of a grown adult, he starts to display magical talent that exceeds all expectations, honing his skill with the help of a mage named Roxy Migurdia. Rudeus learns swordplay from his father, Paul, and meets Sylphiette, a girl his age who quickly becomes his closest friend._x000D_
_x000D_
As Rudeus' second chance at life begins, he tries to make the most of his new opportunity while conquering his traumatic past. And perhaps, one day, he may find the one thing he could not find in his old world���love._x000D_
_x000D_
[Written by MAL Rewrite]",37943,1495408,8.35,anime
86,Netoge no Yome wa Onnanoko ja Nai to Omotta?,And you thought there is never a girl online?,https://cdn.myanimelist.net/images/anime/3/79414l.jpg,"{""studio"": ""Project No.9""}",Comedy|Ecchi|Romance|School|Video Game,"After mustering up the courage to propose to a girl in an online game, naive otaku Hideki ""Rusian"" Nishimura is devastated when she flat-out rejects him. To make matters worse, the girl reveals that she is actually an older man in real life. With his dreams crushed and his heart broken, Rusian comes to an abrupt decision in the midst of his raging fit: he will never trust another girl in an online game again._x000D_
_x000D_
Years later, Rusian is now in a guild with three other players, one of whom possesses a female avatar by the name of Ako. Ako is deeply in love with Rusian and wants to marry him. Although he entertains the possibility that she might be a guy, Rusian accepts her proposal, claiming that her gender does not matter as long as she is cute in-game. However, after a discussion between the guild members that led to all of them having an offline meeting, Rusian finds out that Ako, along with the other members, is not just a girl but also his schoolmate._x000D_
_x000D_
[Written by MAL Rewrite]",1288,580948,6.67,anime
87,New Game!,New Game!,https://cdn.myanimelist.net/images/anime/9/80417l.jpg,"{""studio"": ""Doga Kobo""}",Adult Cast|CGDCT|Comedy|Otaku Culture|Workplace,"Since childhood, Aoba Suzukaze has loved the Fairies Story game series, particularly the character designs. So when she graduates from high school, it is no surprise that she applies to work at Eagle Jump, the company responsible for making her favorite video game. On her first day, she is excited to learn that she will be working on a new installment to the series: Fairies Story 3���and even more so under Kou Yagami, the lead character designer._x000D_
_x000D_
In their department are people who share the same passion for games. There is Yun Iijima, whose specialty is designing monsters; the shy Hifumi Takimoto, who prefers to communicate through instant messaging; Hajime Shinoda, an animation team member with an impressive figurine collection; Rin Tooyama, the orderly art director; Shizuku Hazuki, the game director who brings her cat to work; and Umiko Ahagon, the short-tempered head programmer._x000D_
_x000D_
New Game! follows Aoba and the others on their adventure through the ups and downs of game making, from making the perfect character design to fixing all the errors that will inevitably accumulate in the process._x000D_
_x000D_
[Written by MAL Rewrite]",2911,447757,7.55,anime
88,Nichijou,Nichijou - My Ordinary Life,https://cdn.myanimelist.net/images/anime/3/75617l.jpg,"{""studio"": ""Kyoto Animation""}",Comedy|Gag Humor|School,"Nichijou primarily focuses on the daily antics of a trio of childhood friends���high school girls Mio Naganohara, Yuuko Aioi and Mai Minakami���whose stories soon intertwine with the young genius Hakase Shinonome, her robot caretaker Nano, and their talking cat Sakamoto. With every passing day, the lives of these six, as well as of the many people around them, experience both the calms of normal life and the insanity of the absurd. Walking to school, being bitten by a talking crow, spending time with friends, and watching the principal suplex a deer: they are all in a day's work in the extraordinary everyday lives of those in Nichijou. _x000D_
_x000D_
[Written by MAL Rewrite]",25108,956111,8.47,anime
89,Ninja to Koroshiya no Futarigurashi,A Ninja and an Assassin Under One Roof,https://cdn.myanimelist.net/images/anime/1855/146642l.jpg,"{""studio"": ""Shaft""}",Slice of Life,"At first glance, Konoha Koga is an average high school girl who lives alone. However, she has a secret���she works as an assassin on the side! One day, fate puts her in an encounter with Satoko Kusagukare, a runaway ninja hunted by her comrades for accidentally leaving her village._x000D_
_x000D_
When Konoha kills one of the people seeking Satoko, the mysterious girl uses her exceptional ability to cover up corpses. Seeing potential in Satoko's skill, Konoha offers her a deal: she can live with Konoha in exchange for cleaning up the scenes of her assassinations. As the ninja and the assassin now live under one roof, they begin enjoying their new life together, whether at home or during their conveniently aligned collaborations._x000D_
_x000D_
[Written by MAL Rewrite]",185,48052,7.63,anime
90,Non Non Biyori,Non Non Biyori,https://cdn.myanimelist.net/images/anime/2/51581l.jpg,"{""studio"": ""SILVER LINK.""}",CGDCT|Iyashikei|School|Slice of Life,"Hotaru Ichijou's lifestyle completely changes when she leaves Tokyo and moves with her family to the isolated Asahigaoka village. Her new school has only five students including herself, all sharing a single classroom regardless of grade level. There are no convenience stores in the area, and it can take up to two hours for a bus to arrive._x000D_
_x000D_
Nevertheless, Hotaru finds herself captivated by the countryside's charm thanks to her four unique schoolmates with whom she quickly forms a genuine bond. The most colorful of them is Renge Miyauchi, a first-grader who is often perceptive despite her age. However, no less intriguing are the three Koshigaya siblings: the quiet oldest brother Suguru, the petite older sister Komari, and the prankish youngest sister Natsumi._x000D_
_x000D_
Having someone from the city join their cheerful little group enlivens the ordinary days in Asahigaoka. Not only does Hotaru bring firsthand knowledge from the alluring outside world, but her fresh outlook on life welcomes a blossom of change to their usual routine._x000D_
_x000D_
[Written by MAL Rewrite]",6489,446824,7.94,anime
91,One Punch Man,One Punch Man,https://cdn.myanimelist.net/images/anime/12/76049l.jpg,"{""studio"": ""Madhouse""}",Action|Adult Cast|Comedy|Parody|Super Power,"The seemingly unimpressive Saitama has a rather unique hobby: being a hero. In order to pursue his childhood dream, Saitama relentlessly trained for three years, losing all of his hair in the process. Now, Saitama is so powerful, he can defeat any enemy with just one punch. However, having no one capable of matching his strength has led Saitama to an unexpected problem���he is no longer able to enjoy the thrill of battling and has become quite bored._x000D_
_x000D_
One day, Saitama catches the attention of 19-year-old cyborg Genos, who witnesses his power and wishes to become Saitama's disciple. Genos proposes that the two join the Hero Association in order to become certified heroes that will be recognized for their positive contributions to society. Saitama, who is shocked that no one knows who he is, quickly agrees. Meeting new allies and taking on new foes, Saitama embarks on a new journey as a member of the Hero Association to experience the excitement of battle he once felt._x000D_
_x000D_
[Written by MAL Rewrite]",66048,3418425,8.48,anime
92,Oniichan wa Oshimai!,Onimai: I'm Now Your Sister!,https://cdn.myanimelist.net/images/anime/1058/131632l.jpg,"{""studio"": ""Studio Bind""}",CGDCT|Comedy|Magical Sex Shift|School,"Self-professed ""home security guard"" Mahiro Oyama has not left his home in years, secluding himself in his room playing erotic visual novels. This depraved lifestyle causes his prodigious sister, Mihari, to worry about his well-being. In hopes of solving this problem, she devises a plan to rehabilitate him back to normalcy._x000D_
_x000D_
The first part of Mihari's plan is to concoct a medicine that changes her brother's biological constitution into a bona fide female, much to Mahiro's vehement dismay. Stuck in this predicament, Mahiro has no choice but to live out his life as a cute girl until the effect wears off���if it ever does._x000D_
_x000D_
[Written by MAL Rewrite]",2530,175940,7.65,anime
