series_id,name,english_name,image_link,creator,genres,synopsis,favorites,members,score,media_type
129,Taishou Otome Otogibanashi,Taisho Otome Fairy Tale,https://cdn.myanimelist.net/images/anime/1662/118849l.jpg,"{""studio"": ""SynergySP""}",Comedy|Drama|Historical|Romance,"Self-styled pessimist Tamahiko Shima lives alone in the mountains of Chiba after losing the use of his right hand in the same car accident that took his mother's life. Deemed incapable by his father and other wealthy relatives, he has been forced into exile; he experiences idle days of reading and sleepless nights of irrepressible angst. True to the Shimas' famous pride and determined not to disgrace his family, Tamahiko is resigned to his new duty���stay in the mountains and wait for death to put an end to his suffering._x000D_
_x000D_
However, on one snowy night, Tamahiko's insomnia is interrupted by someone knocking at the door. He then meets the 14-year-old Yuzuki Tachibana, who announces that she has come to be his future wife! Suddenly, Tamahiko remembers his father promising to send him a bride to assist him with impediments to his daily life._x000D_
_x000D_
Although she was sold as a bride to repay her family's debts, Yuzuki proves to be thoughtful, diligent, and dedicated to Tamahiko. Will the world-weary teenager prove insensitive to the rare breeze of kindness her presence brings to his monotonous existence?_x000D_
_x000D_
[Written by MAL Rewrite]",1223,164620,7.79,anime
130,Takopii no Genzai,Takopi's Original Sin,https://cdn.myanimelist.net/images/anime/1182/149879l.jpg,"{""studio"": ""Enishiya""}",Drama|Psychological|Sci-Fi|Time Travel,"A squid-like creature, known as a Happian, leaves his home planet with the desire to spread happiness across the universe. He lands on Earth, but quickly finds himself in danger of captivity by its inhabitants. Fortunately, he is found by an unsmiling little girl named Shizuka Kuze, who feeds him and names him Takopii. Feeling indebted, Takopii decides to do everything in his power to bring a smile to her face._x000D_
_x000D_
The task is easier said than done, however. Shizuka is bullied by her classmates, she does not have a father, and her mother is never home���though the gravity of these issues flies over the naive Takopii's head. Even so, Shizuka does have one source of happiness: her dog Chappy. The connection Shizuka and Chappy share only increases Takopii's desire to make the girl smile._x000D_
_x000D_
While Takopii's attempts to lift Shizuka's spirits lead to unintended consequences, he is determined to take things into his own tentacles, test his understanding of human beings, and achieve his goal of spreading happiness._x000D_
_x000D_
[Written by MAL Rewrite]",3886,189055,8.89,anime
131,Tamako Market,Tamako Market,https://cdn.myanimelist.net/images/anime/1669/122434l.jpg,"{""studio"": ""Kyoto Animation""}",Award Winning|Comedy|Iyashikei|Romance|Slice of Life,"Inside the Usagiyama Shopping District lies an eccentric but close-knit community of business owners. Tamako Kitashirakawa, a clumsy though adorable teenage girl, belongs to a family of mochi bakers who own a quaint shop called Tama-ya. One day, Tamako stumbles upon a talking bird that presents himself as royalty from a distant land. Dera Mochimazzi, as he calls himself, states that he���s seeking a bride for his country���s prince. Intent on his mission, Dera follows Tamako home and develops an addiction to mochi, becoming painfully overweight and subsequently unable to fly back to his homeland; thus, he takes up residence with Tamako's family and becomes the community���s beloved mascot._x000D_
_x000D_
Meanwhile, Tamako's friend, Mochizou Ooji, continues to hide his true feelings for her. Their fathers are fierce mochi rivals, but will it be enough to drive a wedge between Tamako and Mochizou? And just what will happen to Dera's task of finding his prince���s destined bride?_x000D_
_x000D_
[Written by MAL Rewrite]",1683,451154,7.4,anime
132,Tasogare Otome x Amnesia,Dusk Maiden of Amnesia,https://cdn.myanimelist.net/images/anime/12/64435l.jpg,"{""studio"": ""SILVER LINK.""}",Horror|Mystery|Romance|School|Supernatural,"Seikyou Private Academy, built on the intrigue of traditional occult myths, bears a dark past���for 60 years, it has been haunted by a ghost known as Yuuko, a young woman who mysteriously died in the basement of the old school building. With no memory of her life or death, Yuuko discreetly finds and heads the Paranormal Investigations Club in search of answers._x000D_
_x000D_
A chance meeting leads Yuuko to cling to diligent freshman Teiichi Niiya, who can see the quirky ghost. They quickly grow close, and he decides to help her. Along with Kirie Kanoe, Yuuko's relative, and the oblivious second year Momoe Okonogi, they delve deep into the infamous Seven Mysteries of the storied school._x000D_
_x000D_
[Written by MAL Rewrite]",4779,438160,7.81,anime
133,The iDOLM@STER Cinderella Girls: U149,nan,https://cdn.myanimelist.net/images/anime/1875/133377l.jpg,"{""studio"": ""CygamesPictures""}",Idols (Female)|Music|Slice of Life,"Mature grade school student Arisu Tachibana is an aspiring idol who receives an invitation from her company president to participate in the Third Entertainment Section���a new idol project. Arisu and eight other young girls soon meet their producer before beginning idol-related activities._x000D_
_x000D_
To the girls' surprise, their producer appears to be a childlike adult and nothing like what they had imagined. The producer, who is taking on the position for the first time, also had no idea that he would be meeting a group of short, young idols. The awkward situation leaves Arisu disappointed, and she wishes for a producer change._x000D_
_x000D_
However, the producer, with his genuine love for idols and his desire to see them shine, will not let this opportunity pass and expresses that he is serious about working with the girls. Thankfully, the young idols accept the producer after seeing his unwavering passion for idols, serving as the start of their journey to the stage of dreams._x000D_
_x000D_
[Written by MAL Rewrite]",178,18086,7.69,anime
134,Toaru Kagaku no Railgun,A Certain Scientific Railgun,https://cdn.myanimelist.net/images/anime/8/53581l.jpg,"{""studio"": ""J.C.Staff""}",Action|Fantasy|Sci-Fi|Super Power|Urban Fantasy,"The student-filled Academy City is at the forefront of scientific advancement and home to the esper development program. The seven ""Level 5"" espers are the most powerful in Academy City, and ranked third among them is middle schooler Mikoto Misaka, an electricity manipulator known as ""The Railgun.""_x000D_
 _x000D_
When strange incidents begin occurring throughout the city, she finds each crime to be connected to the elusive ""Level Upper,"" a legendary device that allegedly increases the esper level of its user. As the situation escalates, it becomes apparent that there is more to the Level Upper than meets the eye, and that Academy City may be a far more twisted place than the glamorous utopia it appears to be._x000D_
_x000D_
Toaru Kagaku no Railgun focuses on Mikoto and her friends���and the dangerous situations they find themselves in���as they get caught up in the matter of the Level Upper. As Mikoto says, ""There's never a dull moment in this city.""_x000D_
_x000D_
[Written by MAL Rewrite]",6084,636421,7.65,anime
135,Toaru Majutsu no Index,A Certain Magical Index,https://cdn.myanimelist.net/images/anime/2/75533l.jpg,"{""studio"": ""J.C.Staff""}",Action|Fantasy|Sci-Fi|Super Power|Urban Fantasy,"Academy City, Japan, is at the forefront of science. Besides being 30 years ahead of the world technologically, more than three-fourths of this peculiar city's population consists of students developing their psychic abilities as espers in various institutions. Among these students is Touma Kamijou, a high school boy with the lowest psychic rank of zero, but with a mysterious power no scientist can understand: ""Imagine Breaker,"" which allows him to negate other supernatural abilities._x000D_
 _x000D_
This, however, doesn't affect Kamijou's life in the least as he plays his role as a regular teenager; that is, until he meets the strange Index Librorum Prohibitorum, a young girl who has memorized the entirety of the forbidden grimoires, and now a dangerous organization is hunting Index down. With several magicians looking to harm the girl, Kamijou will defend his new companion at all costs as he discovers a strange new realm of the supernatural._x000D_
_x000D_
[Written by MAL Rewrite]",5701,851500,7.34,anime
136,Tonikaku Kawaii,Tonikawa: Over The Moon For You,https://cdn.myanimelist.net/images/anime/1613/108722l.jpg,"{""studio"": ""Seven Arcs""}",Comedy|Romance,"Nasa Yuzaki is determined to leave his name in the history books. Ranking first in the national mock exam and aiming for a distinguished high school, he is certain that he has his whole life mapped out. However, fate is a fickle mistress. On his way home one snowy evening, Nasa's eyes fall upon a peerless beauty across the street. Bewitched, Nasa tries to approach her���only to get blindsided by an oncoming truck. _x000D_
_x000D_
Thankfully, his life is spared due to the girl's swift action. Bleeding by the side of an ambulance, he watches as the girl walks away under the moonlight���reminiscent of Princess Kaguya leaving for the moon. Refusing to let this chance meeting end, he forces his crippled body to chase after her and asks her out. Surprised by his foolhardiness and pure resolve, the girl accepts his confession under a single condition: they can only be together if he marries her!_x000D_
_x000D_
[Written by MAL Rewrite]",10360,807595,7.85,anime
137,Toradora!,Toradora!,https://cdn.myanimelist.net/images/anime/13/22128l.jpg,"{""studio"": ""J.C.Staff""}",Comedy|Drama|Gourmet|Love Polygon|Romance|School,"Ryuuji Takasu is a gentle high school student with a love for housework; but in contrast to his kind nature, he has an intimidating face that often gets him labeled as a delinquent. On the other hand is Taiga Aisaka, a small, doll-like student, who is anything but a cute and fragile girl. Equipped with a wooden katana and feisty personality, Taiga is known throughout the school as the ""Palmtop Tiger.""_x000D_
_x000D_
One day, an embarrassing mistake causes the two students to cross paths. Ryuuji discovers that Taiga actually has a sweet side: she has a crush on the popular vice president, Yuusaku Kitamura, who happens to be his best friend. But things only get crazier when Ryuuji reveals that he has a crush on Minori Kushieda���Taiga's best friend!_x000D_
_x000D_
Toradora! is a romantic comedy that follows this odd duo as they embark on a quest to help each other with their respective crushes, forming an unlikely alliance in the process._x000D_
_x000D_
[Written by MAL Rewrite]",57870,2311625,8.05,anime
138,Uma Musume: Pretty Derby,Umamusume: Pretty Derby,https://cdn.myanimelist.net/images/anime/1478/91837l.jpg,"{""studio"": ""P.A. Works""}",Anthropomorphic|Drama|Racing|Sports,"Famous racehorses that have left behind worthy legacies, unique as they can be, are reincarnated as horse girls in a parallel world. In this life, they start their journey anew as they continue to race and perhaps relive the success they once lived through._x000D_
_x000D_
Aspiring to become the best racehorse in Japan, a horse girl named Special Week moves to Tokyo to enroll in the Tracen Academy���an institution that nurtures horse girls like her to become better racers. There, Special Week witnesses the sophisticated running style of Silence Suzuka and is inspired to become a racer like her. Shortly after, Special Week finds herself recruited into Silence Suzuka's team, Spica. From there, she begins her path to the top���one lap at a time._x000D_
_x000D_
[Written by MAL Rewrite]",859,188270,7.35,anime
139,Umineko no Naku Koro ni,Umineko: When They Cry,https://cdn.myanimelist.net/images/anime/10/17709l.jpg,"{""studio"": ""Studio Deen""}",Gore|Horror|Mystery|Psychological|Supernatural|Suspense,"Considered as the third installment in the highly popular When They Cry series by 07th Expansion, Umineko no Naku Koro ni takes place on the island of Rokkenjima, owned by the immensely wealthy Ushiromiya family. As customary per year, the entire family is gathering on the island for a conference that discusses the current financial situations of each respective person. Because of the family head's poor health, this year involves the topic of the head of the family's inheritance and how it will be distributed._x000D_
_x000D_
However, the family is unaware that the distribution of his wealth is the least of Ushiromiya Kinzou's (family head) concerns for this year's family conference. After being told that his end was approaching by his longtime friend and physician, Kinzou is desperate to meet his life's true love one last time: the Golden Witch, Beatrice. Having immersed himself in black magic for many of the later years in his life, Kinzou instigates a ceremony to revive his beloved upon his family's arrival on Rokkenjima. Soon after, a violent typhoon traps the family on the island and a string of mysterious murders commence, forcing the eighteen people on the island to fight for their lives in a deadly struggle between fantasy and reality._x000D_
_x000D_
[Written by MAL Rewrite]",1986,230453,7.02,anime
140,Urara Meirochou,Urara Meirocho,https://cdn.myanimelist.net/images/anime/6/84119l.jpg,"{""studio"": ""J.C.Staff""}",CGDCT|Comedy|Fantasy,"Labyrinth Town is a legendary city composed of ten districts, home to witches and diviners alike. In the outermost district of this maze, many young girls begin training to join the ranks of the ""Urara,"" a group of women known far and wide for their ability to divine the answers to the world's most difficult questions. Chiya, a wild girl raised amongst the animals in the mountains, is invited to take her rightful place as a first rank urara. By joining them, she hopes to divine the location of her long-lost mother._x000D_
_x000D_
Chiya quickly makes three friends: studious Kon Tatsumi, aspiring witch Koume Yukimi, and reticent Nono Natsume. Armed with only their own ingenuity and a vague connection to the gods, they begin their journey in the way of the urara._x000D_
_x000D_
[Written by MAL Rewrite]",422,135993,7.1,anime
141,Violet Evergarden,Violet Evergarden,https://cdn.myanimelist.net/images/anime/1795/95088l.jpg,"{""studio"": ""Kyoto Animation""}",Award Winning|Drama,"The Great War finally came to an end after four long years of conflict; fractured in two, the continent of Telesis slowly began to flourish once again. Caught up in the bloodshed was Violet Evergarden, a young girl raised for the sole purpose of decimating enemy lines. Hospitalized and maimed in a bloody skirmish during the War's final leg, she was left with only words from the person she held dearest, but with no understanding of their meaning._x000D_
_x000D_
Recovering from her wounds, Violet starts a new life working at CH Postal Services after a falling out with her new intended guardian family. There, she witnesses by pure chance the work of an ""Auto Memory Doll,"" amanuenses that transcribe people's thoughts and feelings into words on paper. Moved by the notion, Violet begins work as an Auto Memory Doll, a trade that will take her on an adventure, one that will reshape the lives of her clients and hopefully lead to self-discovery._x000D_
_x000D_
[Written by MAL Rewrite]",66655,1924855,8.69,anime
142,Wakaba*Girl,Wakaba Girl,https://cdn.myanimelist.net/images/anime/2/74878l.jpg,"{""studio"": ""Nexus""}",CGDCT|School|Slice of Life,"Wakaba Kohashi, a sheltered rich girl, dreams of becoming a fashionable and trendy gyaru because she admires their outgoing and carefree nature. With this goal in mind, Wakaba begins the school year hoping to make her high school debut as a gyaru. On the first day of class, she meets the pure Moeko Tokita, the serious Nao Mashiba, and the eccentric Mao Kurokawa, and the four of them quickly become friends as they learn about and imitate each other's lifestyles._x000D_
_x000D_
Wakaba*Girl follows the adventures of these four friends while they experience events like school festivals, waterpark trips, and gym class tests. Along the way, Wakaba discovers what it is like to live as a regular student while Nao, Moeka, and Mao catch a glimpse into the life of a rich family. With never a dull moment in their lives, the four girls make sure to live each day to the fullest._x000D_
_x000D_
[Written by MAL Rewrite]",67,45593,6.88,anime
143,Yagate Kimi ni Naru,Bloom Into You,https://cdn.myanimelist.net/images/anime/1783/96153l.jpg,"{""studio"": ""TROYCA""}",Drama|Girls Love|School,"Yuu Koito has always been entranced with romantic shoujo manga and the lyrics of love songs. She patiently waits for the wings of love to sprout and send her heart aflutter on the day that she finally receives a confession. Yet, when her classmate from junior high declares his love for her during their graduation, she feels unexpectedly hollow. The realization hits her: she understands romance as a concept, but she is incapable of experiencing the feeling first-hand._x000D_
 _x000D_
Now, having enrolled in high school, Yuu, disconcerted and dispirited, is still ruminating over how to respond to her suitor. There, she happens upon the seemingly flawless student council president, Touko Nanami, maturely rejecting a confession of her own. Stirred by Touko's elegant manner, Yuu approaches her for advice, only to be bewildered when the president confesses to her! Yuu quickly finds herself in the palm of Touko's hand, and unknowingly sets herself on a path to find the emotion which has long eluded her._x000D_
_x000D_
[Written by MAL Rewrite]",6833,370591,7.88,anime
144,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,My Teen Romantic Comedy SNAFU,https://cdn.myanimelist.net/images/anime/1786/120117l.jpg,"{""studio"": ""Brain's Base""}",Comedy|Love Polygon|Romance|School,"Hachiman Hikigaya is an apathetic high school student with narcissistic and semi-nihilistic tendencies. He firmly believes that joyful youth is nothing but a farce, and everyone who says otherwise is just lying to themselves. _x000D_
_x000D_
In a novel punishment for writing an essay mocking modern social relationships, Hachiman's teacher forces him to join the Volunteer Service Club, a club that aims to extend a helping hand to any student who seeks their support in achieving their goals. With the only other club member being the beautiful ice queen Yukino Yukinoshita, Hachiman finds himself on the front line of other people's problems���a place he never dreamed he would be. As Hachiman and Yukino use their wits to solve many students' problems, will Hachiman's rotten view of society prove to be a hindrance or a tool he can use to his advantage?_x000D_
_x000D_
[Written by MAL Rewrite]",30022,1524101,8.0,anime
145,Yuru Yuri,YuruYuri: Happy Go Lily,https://cdn.myanimelist.net/images/anime/12/75173l.jpg,"{""studio"": ""Doga Kobo""}",Award Winning|CGDCT|Comedy|Gag Humor|Girls Love|School,"After a year in grade school without her childhood friends, first year student Akari Akaza is finally reunited with second years Yui Funami and Kyouko Toshinou at their all-girls' middle school. During the duo's first year, Yui and Kyouko formed the ""Amusement Club"" which occupies the now nonexistent Tea Club's room. Shortly after Akari joins, one of her fellow classmates, Chinatsu Yoshikawa, pays the trio a visit under the impression that they are the Tea Club; it is only once the three girls explain that the Tea Club has been disbanded that they can convince Chinatsu to join the Amusement Club���a group with no purpose other than to provide entertainment for its members._x000D_
_x000D_
Based on the slice-of-life manga by Namori, Yuru Yuri is an eccentric comedy about a group of girls who spend their spare time drinking tea and fawning over each other, all while completely failing to even notice the supposed main character Akari amongst them._x000D_
_x000D_
[Written by MAL Rewrite]",4508,348757,7.56,anime
146,Yuuki Yuuna wa Yuusha de Aru,Yuki Yuna is a Hero,https://cdn.myanimelist.net/images/anime/8/77057l.jpg,"{""studio"": ""Studio Gokumi""}",Drama|Mahou Shoujo,"In her everyday life, Yuuna Yuuki is a hero. As proof, she is in her middle school's Hero Club, where she does her best to help others and bring a smile to everyone's face._x000D_
_x000D_
But Yuuna, always up to any task, is about to become an even bigger hero. Mysterious destructive forces called Vertexes begin threatening the world she loves, and the Hero Club is called upon by a strange phone app to save it. Along with her best friend Mimori Tougou, as well as sisters Fuu and Itsuki Inubouzaki, they must transform into magical girls in order to battle the Vertexes._x000D_
_x000D_
In between studying and putting on shows for kids, Yuuna and the Hero Club must fight for the very existence of their world and face the harsh truths behind their own powers, all the while discovering what it truly means to be a hero._x000D_
_x000D_
[Written by MAL Rewrite]",1368,162245,7.36,anime
147,Yuyushiki,Yuyushiki,https://cdn.myanimelist.net/images/anime/12/48747l.jpg,"{""studio"": ""Kinema Citrus""}",CGDCT|Comedy|Gag Humor|School,"Yui Ichii, Yuzuko Nonohara, and Yukari Hinata form a peculiar friend group; even though each girl is eccentric in their own way, they get along. Now entering high school, the friends are looking forward to the next few years together while also wanting to be a part of something bigger. When they stumble across the data processing club without any members and in danger of disbanding, they immediately decide to join it._x000D_
_x000D_
As the club's newest members, Yui, Yuzuko, and Yukari spend their time doing wordplays, teasing each other, and using computers to search for topics to have amusing conversations about. The girls' daily lives never get dull as they enjoy their time at school to the fullest._x000D_
_x000D_
[Written by MAL Rewrite]",670,114036,7.35,anime
148,Zombieland Saga,Zombie Land Saga,https://cdn.myanimelist.net/images/anime/1084/128208l.jpg,"{""studio"": ""MAPPA""}",Award Winning|Comedy|Idols (Female)|Music|Parody|Supernatural,"Sakura Minamoto dreams of becoming an idol. Unfortunately, reality hits her like a truck, and she dies in a sudden traffic accident. Ten years later, she wakes up in Saga Prefecture, only to find herself a zombie with no memory of her past. While still coming to terms with her demise, she meets a man named Koutarou Tatsumi, who explains that he has resurrected her and six other zombie girls from different eras for the purpose of economically revitalizing Saga by means of an idol group. Assuming the role of an abrasive manager, Koutarou begins scheduling events; the girls go along with it, eventually deciding to name their idol group Franchouchou._x000D_
_x000D_
An absurdly comedic take on the idol genre, Zombieland Saga tells the story of Franchouchou's heartwarming struggle to save Saga Prefecture while hiding their zombie identities and rediscovering their past lives._x000D_
_x000D_
[Written by MAL Rewrite]",3314,521899,7.5,anime
149,Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,My Girlfriend is Shobitch,https://cdn.myanimelist.net/images/anime/12/87623l.jpg,"{""studio"": ""Diomed\ufffd\ufffda|Studio Blanc.""}",Comedy|Ecchi|Harem|Romance|School,"Haruka Shinozaki has been interested in the class representative, Akiho Kousaka, since his first year in high school. She is attractive, good at sports, and is an all-around model student. Since they are in the same class this year, Shinozaki decides to confess his feelings���and, to his shock, Kousaka agrees to be his girlfriend!_x000D_
_x000D_
However, he finds that Kousaka is a bit stranger than he first thought: this seemingly perfect girl has never been in a relationship. But even though she is inexperienced, she vows to please Shinozaki in every way she can... such as learning multiple sex positions or his fetishes. Shinozaki tries to assure her that her studies into such subjects aren't necessary, but Kousaka devotes herself to making him happy in more ways than one._x000D_
_x000D_
[Written by MAL Rewrite]",467,294761,6.21,anime
150,Boku no Kokoro no Yabai Yatsu,The Dangers in My Heart,https://cdn.myanimelist.net/images/anime/1643/138581l.jpg,"{""studio"": ""Shin-Ei Animation""}",Comedy|Romance|School,"After an eventful winter break, Kyoutarou Ichikawa and Anna Yamada reunite with a stronger bond. They continue to grow in their own ways, with Yamada taking on more challenging photoshoots and Ichikawa maturing both physically and emotionally as he tackles his affections for Yamada. However, spending time together outside of school allows for their relationship to deepen, and it becomes increasingly difficult to deny their budding romantic feelings._x000D_
_x000D_
Grappling with these unexpected and new emotions, Ichikawa and Yamada realize that, with the passage of time, their relationship is bound to change���and they must ultimately decide whether they wish to remain close friends or finally become a couple._x000D_
_x000D_
[Written by MAL Rewrite]",5784,276229,8.73,anime
151,Hoshikuzu Telepath,Stardust Telepath,https://cdn.myanimelist.net/images/anime/1020/139134l.jpg,"{""studio"": ""Studio Gokumi""}",CGDCT|Comedy|School|Super Power,"Since childhood, 15-year-old Umika Konohoshi has been fascinated by aliens, hoping to one day voyage to outer space and befriend them. Unfortunately, this fixation has caused her peers to label her as odd, intensifying her struggle with severe social anxiety. Nevertheless, Umika's passion for the extraterrestrial persists, and she deeply believes that her true purpose is outside the confines of Earth._x000D_
_x000D_
On her first day of high school, Umika's wish of meeting an alien seems to have finally come true when she encounters Yuu Akeuchi���a classmate who claims to have crash-landed on Earth with no recollections of her past. Umika tries to seize this opportunity to make friends with Yuu, but her lack of confidence hinders her. Sensing Umika's distress, Yuu suddenly uses a strange power to delve deep into her mind, thus sparking a friendship that may just help Umika reach her dreams._x000D_
_x000D_
[Written by MAL Rewrite]",340,57770,7.15,anime
152,Lycoris Recoil,Lycoris Recoil,https://cdn.myanimelist.net/images/anime/1261/127311l.jpg,"{""studio"": ""A-1 Pictures""}",Action|Slice of Life,"The number of terrorist acts in Japan has never been lower, thanks to the efforts of a syndicate called Direct Attack (DA). The organization raises orphaned girls as killers to carry out assassinations under their ""Lycoris"" program. Takina Inoue is an exceptional Lycoris with a strong sense of purpose and a penchant for perfection. Unfortunately, a hostage situation tests her patience, and the resulting act of insubordination leads to her transfer out of DA. Not thrilled about losing the only place she belonged to, she reluctantly arrives at her new base of operations���LycoReco, a cafe in disguise._x000D_
_x000D_
Takina's new partner, however, turns out to be quite different from what she imagined. Despite being the famed Lycoris prodigy, Chisato Nishikigi appears almost unconcerned with her duties. She drags Takina along on all kinds of odd jobs under the simple explanation of helping people in need. Takina is even more puzzled when Chisato takes down a group of armed assailants without killing any of them. Feeling like a fish out of water, Takina itches to get reinstated into DA���but Chisato is determined to prove to her that there is more to a life than just taking them._x000D_
_x000D_
[Written by MAL Rewrite]",9441,565509,8.15,anime
153,Mono,mono,https://cdn.myanimelist.net/images/anime/1677/148603l.jpg,"{""studio"": ""Soigne""}",CGDCT|Comedy,"Enraptured by her upperclassman Makinohara's passion, Satsuki Amamiya joins the Photography Club along with her friend, An Kiriyama. Enthusiastic, Satsuki makes Makinohara the primary subject of her photography, taking several pictures of her daily. However, once Makinohara graduates and leaves the club in her hands, Satsuki decides to start fresh and purchases a 360-degree camera from an online auction._x000D_
_x000D_
Although Satsuki and An's mutual passion blossoms with each new experiment, their club is in danger of dissolution due to a lack of members. They convince Sakurako Shikishima, the president of the Cinema Club, to join the newly formed Cinephoto Club. Accompanied by Sakurako and with the encouragement of their friend and manga artist, Haruno Akiyama, Satsuki and An continue to explore new places and capture precious memories they will never forget._x000D_
_x000D_
[Written by MAL Rewrite]",229,41219,7.74,anime
154,New Panty & Stocking with Garterbelt,nan,https://cdn.myanimelist.net/images/anime/1180/150596l.jpg,"{""studio"": ""Trigger""}",Action|Comedy|Ecchi|Fantasy|Gag Humor|Parody,New season of Panty &amp; Stocking with Garterbelt.,251,63785,8.08,anime
155,Nukitashi the Animation,Nukitashi The Animation,https://cdn.myanimelist.net/images/anime/1587/149982l.jpg,"{""studio"": ""Passione""}",Comedy|Erotica|School,"Seiran Island is a tropical eden where wanton sex acts are encouraged under local ""pervert law."" But even in this paradise, some prefer to remain celibate._x000D_
_x000D_
There's the lesbian younger sister who would secretly bone her brother..._x000D_
The classmate everyone has labeled as a wild slut..._x000D_
The tiny upperclasswoman, so petite that guys think she's off limits..._x000D_
The shy girl who's a bit self-conscious about baring some skin..._x000D_
And here I am, a guy with a ""huge"" complex about his ""little guy.""_x000D_
_x000D_
Despite this, we form the anti-copulation front: No Love, No Sex! As its founder and head honcho, I, Junnosuke Tachibana, will not stop until we have abolished this ridiculous sex law for good!_x000D_
_x000D_
I've even stumbled upon a generous soul in this mysterious, wealthy gentleman whose name remains a mystery... He's already set us up with a secret hideout and a tonne of money. In exchange, he asks us to find someone and ""protect her at all costs.""_x000D_
So, she has the key to our mission's success...?_x000D_
_x000D_
In this case, there's only one thing to do: find the mystery girl. And all while keeping the SHO off our trail,... Oh, and we also have to keep our virginity intact._x000D_
_x000D_
Make no mistake! Just wait and see! I'll repeal that perverse law!_x000D_
_x000D_
(Source: VNDB)",167,30779,7.24,anime
156,Oni Chichi,Demon Father,https://cdn.myanimelist.net/images/anime/1793/103867l.jpg,"{""studio"": ""PoRO""}",Hentai,"Marina and Airi's mother has left her husband, only to marry a younger man, Kouzou Akizuki. While Marina has accepted their new stepfather, Airi hates him for breaking their family. Furthermore, she soon finds out he is a sexual deviant, sniffing his underaged stepdaughters' underwear and secretly desiring to take their virginity. Their mother is often absent from home, allowing Kouzou to pursue his carnal pleasures to his heart's content._x000D_
_x000D_
Unable to resist the beauty of adolescent girls' bodies, Akizuki prepares a powerful aphrodisiac and uses it on Airi. Intoxicated with the drug, she can no longer control herself and gives in to her stepfather's perverted demands. She soon discovers the merits of this new relationship and plunges headlong into a whirlpool of sexual degeneracy._x000D_
_x000D_
Satisfied with the drug's irresistible effect, Kouzou proceeds to utilize it further, coercing various girls to quench his thirst in the most embarrassing ways._x000D_
_x000D_
[Written by MAL Rewrite]",474,59328,6.9,anime
157,Overflow,Overflow,https://cdn.myanimelist.net/images/anime/1781/104461l.jpg,"{""studio"": ""Studio Hokiboshi""}",Hentai|Love Polygon,"Kazushi Sudou is a university student who is visited by his two childhood friends, the sisters Ayane and Kotone Shirakawa. When Ayane discovers that Kazushi not only forgot to buy her pudding but is also using her special lotion in the bath, she decides to take revenge and join Kazushi in his bath along with Kotone. Will the perverted Kazushi be able to remain indifferent to them both?_x000D_
_x000D_
[Written by MAL Rewrite]",1555,156839,7.24,anime
158,Sasayaku You ni Koi wo Utau,Whisper Me a Love Song,https://cdn.myanimelist.net/images/anime/1455/141858l.jpg,"{""studio"": ""Yokohama Animation Laboratory|Cloud Hearts""}",Drama|Girls Love|School,"Himari Kino is a cheerful and outgoing girl who is able to make friends with anyone she wants. When she enrolls in high school and attends the freshman opening ceremony, Himari falls in love with Yori Asanagi, a reserved upperclassman, during Yori's band performance. After the show, Himari blurts out her love, but Yori is inexperienced when it comes to romance._x000D_
_x000D_
Yori, who did not expect this outcome at all, looks for answers from her friends and music. She decides to respond to Himari's confession, and to her surprise, Yori discovers that Himari fell in love with her music and performance rather than Yori as a person._x000D_
_x000D_
Despite the shock, Yori desires to make Himari truly fall in love with her. The duo spend time together after school on the rooftop, where Yori usually plays her guitar with hopes to change Himari's feelings for her._x000D_
_x000D_
[Written by MAL Rewrite]",810,92175,6.66,anime
159,Suzume no Tojimari,Suzume,https://cdn.myanimelist.net/images/anime/1598/128450l.jpg,"{""studio"": ""CoMix Wave Films""}",Adventure|Mythology|Supernatural,"On her way to school one day, Suzume Iwato stumbles upon Souta Munakata, a young man searching for abandoned areas. The high school girl directs Souta to a nearby ruin, but out of pure curiosity, she herself decides to head to the same destination._x000D_
_x000D_
Once there, Suzume discovers an isolated door with a dreamlike universe lying beyond it���a place that she can see and feel, but not enter. A strange stone rests on the ground nearby, but it turns into a cat-like creature and scurries away when Suzume lifts it. Suddenly afraid, she heads back toward her school, not realizing that her act of leaving the door open will have consequences._x000D_
_x000D_
With the ""keystone"" released, the evil within the other universe can now freely escape and wreak havoc throughout Japan. Intending to correct her dangerous mistake, Suzume joins Souta���whose true goal is to prevent evil from festering���in finding and locking all open doors before the country is destroyed._x000D_
_x000D_
[Written by MAL Rewrite]",5304,459849,8.26,anime
